epoch,train_loss,val_loss,val_macroAcc,val_macroF1
1,1.1542762492494087,2.871056121733396,0.45956230800683573,0.06783002485037877
2,0.4147312506772193,2.4699233650861743,0.5856102584738266,0.1619366613810405
3,0.2599618284711965,2.2417562470149712,0.6838885502303793,0.204869336922919
4,0.17930873897907676,2.081811639537929,0.7092482147204785,0.2212845907754507
5,0.13295555754278718,1.9526016044682035,0.730006105006105,0.21876019027645524
6,0.1083296969547428,1.8596279427841336,0.7337434304825609,0.23365934429794877
7,0.08749693287605087,1.7866217044696167,0.7402067739024261,0.24551748027949988
8,0.07911132733037349,1.7670968640038456,0.7362836438923396,0.23139663697465834
9,0.07871835036688678,1.7705210564642309,0.7438060731538991,0.2369507462604041
10,0.07768891131416156,1.7633726375781937,0.7393958698306524,0.2399193513103932
11,0.0767746509804113,1.7575812385517267,0.738246536072623,0.2572153201831663
12,0.0748890022407855,1.7432219305384729,0.7399997345649519,0.2304670954918592
13,0.07303837197897893,1.7515519067668892,0.7402412804586718,0.24580892170407803
14,0.0735909789132869,1.7326999046019045,0.7420528746615702,0.25803620462891047
15,0.07218823888770125,1.735783334245527,0.7418113287678504,0.25917708835674735
16,0.07236741236857902,1.7422718656583038,0.7390919467006423,0.26851217767609337
17,0.07460855710361486,1.7567201153985386,0.7474637681159421,0.2272069051455874
18,0.07241490303835464,1.7353873776093713,0.7421802834846313,0.2550082112109816
19,0.07206070571504085,1.7267463928652997,0.7432606041301694,0.24781061270208918
20,0.07304327635417458,1.729755795908508,0.743167701863354,0.2417230948135489
