epoch,train_loss,val_loss,val_macroAcc,val_macroF1
1,0.2986623207406515,1.629013277183632,0.7475997805595398,0.2267649620771408
2,0.038298251571481125,1.2058941134308865,0.7609536051750183,0.25636255741119385
3,0.022802083356797325,0.9830675288731988,0.8051517605781555,0.33601152896881104
4,0.01623624449519993,0.7922648058604039,0.8435484170913696,0.42782169580459595
5,0.012488960045971316,0.6763873350187425,0.8633776903152466,0.45776766538619995
6,0.010182623725888282,0.5795090299241753,0.8861967921257019,0.5148363709449768
7,0.008092321442665473,0.4987547259865408,0.8958991765975952,0.5510072708129883
8,0.007648561884919558,0.5023238539396288,0.8973878622055054,0.5224124789237976
9,0.007346450952654486,0.4876770374981283,0.8980298042297363,0.5531299114227295
10,0.007422099217241667,0.49254322951720386,0.8973497152328491,0.5357288718223572
