epoch,train_loss,val_loss,val_macroAcc,val_macroF1
1,0.2914769641207343,1.6272712430607703,0.7181637287139893,0.20793485641479492
2,0.03942327316291747,1.1770280847322943,0.7559558749198914,0.25442200899124146
3,0.022979345498237054,0.9493949859483679,0.7729946374893188,0.3215992748737335
4,0.016587474547752324,0.7869987507801836,0.8093580603599548,0.3999750018119812
5,0.012786526428824276,0.678407531645941,0.8593123555183411,0.46920526027679443
6,0.01019322613468239,0.5944768252724463,0.8735955357551575,0.486042320728302
7,0.008328207509870025,0.5330231214772896,0.8747774362564087,0.5094218850135803
8,0.008099828752594266,0.5307617692349572,0.8840467929840088,0.5039907693862915
9,0.007477844691692697,0.523119551334024,0.8786974549293518,0.5127617120742798
10,0.007736691983046955,0.5145736042564115,0.8869235515594482,0.5249602198600769
