epoch,train_loss,val_loss,val_macroAcc,val_macroF1
1,0.30522567911707776,1.7127835635180888,0.7412958145141602,0.2234366089105606
2,0.03941023931907693,1.2750301013798475,0.7597334384918213,0.24472030997276306
3,0.02340614116046902,0.9904604987466716,0.8038037419319153,0.3168000876903534
4,0.016389236629152166,0.8136986073837977,0.8437632918357849,0.39378008246421814
5,0.012661049509564338,0.6940699734644259,0.8718144297599792,0.43805792927742004
6,0.010472407497739542,0.5947088027653629,0.8942156434059143,0.45594143867492676
7,0.008397004331863411,0.5205112989090349,0.9027937054634094,0.5101422071456909
8,0.007683049766616915,0.516017219846107,0.9039851427078247,0.5448507070541382
9,0.007521494643281627,0.5006168047042742,0.9098840951919556,0.5215494632720947
10,0.007613276633161556,0.49742362052882644,0.9088015556335449,0.5098006725311279
