epoch,train_loss,val_loss,val_macroAcc,val_macroF1
1,1.1575418388797258,2.943516538785473,0.46473670279484763,0.08391249974751513
2,0.41744850060389344,2.4772230679586054,0.6179497568793942,0.13904590310689355
3,0.2517545615382651,2.239032377173367,0.681131455806792,0.17667604964663952
4,0.17212061604072743,2.0676881134782206,0.7100126545073043,0.19192210752395836
5,0.13090500766405044,1.9569887271210484,0.7222377272711296,0.2043219635445126
6,0.10457369900914898,1.8786639977807869,0.7314682310668507,0.2037536553595061
7,0.08406948658409498,1.7964869018014709,0.731433724510605,0.21667432987006532
8,0.07763783503038803,1.7773091975956747,0.7338836900040487,0.21591363720970327
9,0.07962548702812325,1.7725797117572941,0.7332798252697492,0.20696674042275848
10,0.07796063022332857,1.772523321844127,0.7356662260543194,0.21243963250817208
11,0.07625768035071766,1.7532169039390948,0.7363336554974925,0.20227058042667018
12,0.07360206773582456,1.7625570823068488,0.7351259260288935,0.20742505969341046
13,0.07379882775721797,1.747899681248077,0.7358050777950018,0.21579245101031222
14,0.07244451891364613,1.743695809525442,0.7362700907886189,0.20419805860613688
15,0.0694626618238801,1.7409477101069062,0.7362355842323732,0.21215275359689115
16,0.07042721752523967,1.7367046315920407,0.738116191547763,0.2143723781698044
17,0.07227096463493844,1.7491057685521096,0.7362700907886189,0.2080285797759463
18,0.07119678205538896,1.7341742957563706,0.7400030727824705,0.2074756192509451
19,0.07120901035865057,1.7362160427929605,0.7358967925892337,0.2065216371871926
20,0.07143700964277562,1.7333022633644,0.7386855497258169,0.21101931386024814
