epoch,train_loss,val_loss,val_macroAcc,val_macroF1
1,1.1731259918120338,2.87144430583676,0.47950743007942664,0.06194975630106558
2,0.41243208482118887,2.457299978337241,0.5814103833479347,0.11826777271144412
3,0.2551641045415239,2.2154703791976167,0.663116162336998,0.1774285280827558
4,0.17619538227737497,2.0581837558506777,0.6905405951154489,0.2046618734962553
5,0.13634290301313873,1.9272359231477134,0.7174252404870937,0.21416009514509504
6,0.10877613993726848,1.8553654413077352,0.7197954683695904,0.22094220118380417
7,0.08931165979289911,1.7773585944013472,0.7235684646506486,0.21895559647140028
8,0.08127347600203491,1.7757356289342865,0.7275723503889389,0.2210592954721449
9,0.07981013204578519,1.744580461326106,0.7289748749331184,0.23315199949617643
10,0.08127946059934153,1.7464543382009161,0.7297658126875726,0.21679883675599973
11,0.0777558606982881,1.7409560715234778,0.7243671244605285,0.2195989662132095
12,0.07650994099648963,1.7356339568660586,0.7289748749331184,0.2231077600740541
13,0.07491361758142,1.7415669113023282,0.7289671528776926,0.2323803786363401
14,0.07622026972544549,1.7250028963256683,0.7303773994772979,0.21652574234185382
15,0.07353033965776015,1.7388372951567677,0.7283632881433929,0.22386994683732236
16,0.07509339670216023,1.7199585781872722,0.7303696774218721,0.2140139317152898
17,0.07230119527036172,1.733822783696431,0.7289748749331184,0.22901410880578316
18,0.07345055014604493,1.7253957115425098,0.7303696774218721,0.23641758346888675
19,0.07358521330847945,1.7315715770521074,0.7288041729326755,0.2202470873820402
20,0.07394129641619067,1.7207339779103992,0.7309812642115974,0.23118105370043218
